player_id,player_name,age,nationality,position,secondary_position,foot,height_cm,weight_kg,club,league,matches_played,matches_started,minutes_played,goals,assists,goals_per_90,assists_per_90,xG,xA,xG_per_90,xA_per_90,shots,shots_on_target,shot_accuracy,passes_completed,pass_completion_pct,progressive_passes,key_passes,key_passes_per_90,tackles,tackles_per_90,interceptions,interceptions_per_90,blocks,clearances,aerial_wins,aerial_win_pct,dribbles_completed,dribbles_per_90,dribble_success_pct,progressive_carries,progressive_carries_per_90,carries_final_third,carries_penalty_area,touches,touches_per_90,pressures,pressure_success,pressure_success_pct,sca,sca_per_90,gca,gca_per_90,saves,save_pct,clean_sheets,goals_against,yellow_cards,red_cards,fouls_committed,fouls_drawn,market_value_eur,wage_weekly_eur,contract_expires,current_ability,potential_ability,potential_category,season,scout_recommendation,value_category
636,Jamal Chiesa,21,Portugal,CM,ST,Right,179,68,Werder Bremen,Bundesliga,17,16,1311,1,2,0.069,0.137,2.04,0.84,0.14,0.057,25,7,0.28,917,92.3,145,36,2.49,27.1,1.86,34.2,2.35,21.7,15.7,27.3,58.9,24.3,1.67,55.6,41.9,2.87,22.4,3.5,830,57.0,223.9,81.9,36.6,51,3.5,2,0.14,0.0,,,,3,0,11.5,15.4,1593658,1000,2029,65,81,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
637,Bukayo Musah,19,Sweden,CB,GK,Right,193,82,Wolfsburg,Bundesliga,9,8,709,0,0,0.0,0.0,0.33,0.06,0.042,0.008,4,1,0.25,512,89.2,55,4,0.51,28.1,3.57,8.6,1.1,11.0,31.0,23.7,50.7,8.5,1.08,71.0,22.8,2.89,11.2,3.4,614,78.0,145.9,36.9,25.3,11,1.4,0,0.0,0.0,,,,1,0,10.7,17.2,742552,1000,2029,79,91,World Class,2024-25,Must Sign,Low (<€1M)
638,Evan Simons,20,Belgium,CB,,Right,179,66,Wolfsburg,Bundesliga,1,0,75,0,0,0.0,0.0,0.0,0.01,0.004,0.014,0,0,0.0,38,89.8,2,0,0.0,2.9,2.89,1.4,1.38,1.4,2.7,2.4,43.2,0.4,0.43,67.6,3.1,3.13,1.3,0.2,50,50.8,13.9,3.7,27.0,0,0.0,2,2.0,0.0,,,,0,0,0.7,2.0,75224,1000,2028,80,90,World Class,2024-25,Highly Recommended,Low (<€1M)
639,Nuno van de Ven,20,Netherlands,CDM,,Left,172,68,Wolfsburg,Bundesliga,21,17,1643,0,3,0.0,0.164,1.78,1.49,0.097,0.081,19,8,0.421,1058,91.2,146,28,1.57,36.1,1.98,44.8,2.46,17.9,12.7,27.2,48.5,18.1,0.99,73.2,41.1,2.25,16.7,6.7,1296,71.0,419.4,117.4,28.0,42,2.3,3,0.16,0.0,,,,3,0,28.2,43.0,2081458,1000,2029,60,74,Decent,2024-25,Monitor,Low-Medium (€1-5M)
640,Moussa Ramos,22,Argentina,CM,,Right,175,64,Wolfsburg,Bundesliga,27,25,2050,4,3,0.176,0.132,1.33,2.23,0.058,0.098,35,14,0.4,1070,88.3,136,51,2.27,35.4,1.55,53.9,2.37,15.2,28.8,23.3,45.3,42.2,1.85,55.0,93.9,4.12,36.9,11.6,1548,68.0,446.8,124.1,27.8,83,3.64,3,0.13,0.0,,,,6,0,50.7,39.3,3637823,1000,2026,74,86,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
641,Takefusa Tonali,22,Austria,GK,CDM,Right,193,70,Wolfsburg,Bundesliga,29,29,2180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,750,73.1,24,0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,0.0,60.0,0.0,0.0,56.1,0.0,0.0,0.0,0.0,920,38.0,328.7,97.7,29.7,0,0.0,0,0.0,48.4,74.8,12.0,50.0,5,0,28.3,56.5,1869669,1000,2026,73,84,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
642,Jeremy Cherki,19,France,CM,LW,Left,172,74,Wolfsburg,Bundesliga,6,5,498,0,1,0.0,0.181,0.72,0.5,0.13,0.091,8,3,0.375,304,83.3,44,4,0.84,17.9,3.23,5.7,1.04,3.8,3.4,11.8,69.4,10.4,1.89,62.0,19.2,3.47,9.9,3.1,409,74.0,96.8,35.4,36.6,11,1.99,0,0.0,0.0,,,,0,0,7.9,5.2,735578,1000,2027,65,78,Good,2024-25,Monitor,Low (<€1M)
643,Nuno Fernández,18,Spain,ST,,Right,188,68,Wolfsburg,Bundesliga,2,2,187,1,0,0.481,0.0,0.92,0.37,0.442,0.179,9,5,0.556,68,77.7,6,2,1.13,1.6,0.78,1.2,0.59,0.4,1.0,6.5,57.2,3.6,1.71,73.7,4.0,1.9,1.5,0.3,87,42.0,37.2,13.9,37.5,4,1.93,0,0.0,0.0,,,,0,0,2.9,3.7,661084,1000,2027,62,79,Good,2024-25,Recommended,Low (<€1M)
644,Mathys Alexander-Arnold,22,Argentina,CAM,,Right,184,64,Wolfsburg,Bundesliga,2,2,193,0,0,0.0,0.0,0.79,0.74,0.367,0.344,3,1,0.333,105,81.7,17,7,3.68,3.6,1.69,2.4,1.14,0.5,1.0,1.1,44.7,8.4,3.92,72.5,8.6,4.02,4.1,1.1,107,50.0,24.3,6.6,27.0,12,5.6,0,0.0,0.0,,,,0,0,4.4,2.1,183300,1000,2028,83,88,Excellent,2024-25,Recommended,Low (<€1M)
645,Michael Goes,22,France,CDM,RB,Right,177,72,Wolfsburg,Bundesliga,24,22,1851,2,1,0.097,0.049,2.56,1.65,0.124,0.08,24,7,0.292,1377,88.0,205,24,1.2,43.3,2.11,47.5,2.31,19.0,15.2,43.5,65.0,16.7,0.81,70.9,60.5,2.94,33.4,7.4,1234,60.0,368.9,96.0,26.0,41,1.99,2,0.1,0.0,,,,3,0,12.1,17.1,3387659,1000,2026,79,93,World Class,2024-25,Highly Recommended,Low-Medium (€1-5M)
646,Jude Sané,20,Portugal,GK,,Right,188,79,Wolfsburg,Bundesliga,24,20,1867,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,601,88.1,82,0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,20.7,39.2,0.0,0.0,67.4,20.7,1.0,10.7,3.5,643,31.0,339.8,118.7,34.9,4,0.19,0,0.0,62.2,62.9,7.0,43.0,1,0,34.8,32.4,2541012,1000,2026,64,78,Good,2024-25,Recommended,Low-Medium (€1-5M)
647,Kylian Conceição,19,Spain,CAM,,Right,177,75,Wolfsburg,Bundesliga,1,0,94,0,0,0.0,0.0,0.22,0.24,0.209,0.231,3,1,0.333,38,82.7,6,3,3.23,1.9,1.8,0.3,0.31,0.3,0.1,1.3,49.5,1.8,1.7,51.1,3.2,3.07,1.0,0.4,62,60.0,13.8,4.4,32.0,4,3.83,2,1.91,0.0,,,,0,0,2.5,2.0,99233,1000,2026,77,92,World Class,2024-25,Highly Recommended,Low (<€1M)
648,Mathys Diaby,20,Italy,CAM,CDM,Right,166,58,Wolfsburg,Bundesliga,21,17,1642,2,3,0.11,0.164,6.89,5.16,0.378,0.283,38,19,0.5,656,89.6,145,76,4.21,18.4,1.01,20.8,1.14,7.9,8.2,23.3,63.2,34.5,1.89,73.1,126.1,6.91,73.6,10.7,1039,57.0,311.6,120.7,38.7,112,6.14,3,0.16,0.0,,,,1,0,22.5,27.0,2279428,1000,2028,63,80,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
649,Enzo Camavinga,18,Germany,GK,,Both,186,76,Wolfsburg,Bundesliga,1,0,121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,20,65.3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,0.0,0.0,48.5,0.0,0.0,0.0,0.0,59,44.0,27.4,9.0,32.9,0,0.0,2,1.49,2.7,79.2,0.0,0.0,0,0,1.6,1.4,193678,1000,2027,70,88,Excellent,2024-25,Highly Recommended,Low (<€1M)
650,Xavi Tchouaméni,18,South Korea,CM,,Right,176,62,Bayer Leverkusen,Bundesliga,10,8,763,0,0,0.0,0.0,0.44,1.13,0.052,0.133,15,6,0.4,474,92.4,76,17,2.07,27.4,3.23,13.8,1.62,11.3,12.5,8.7,55.8,4.7,0.56,48.5,20.0,2.35,9.4,1.1,601,71.0,72.3,21.7,30.0,22,2.6,2,0.24,0.0,,,,1,0,7.7,20.5,1132896,1000,2028,61,74,Decent,2024-25,Monitor,Low-Medium (€1-5M)
651,Vinícius Mount,19,Belgium,RB,LB,Right,177,65,Bayer Leverkusen,Bundesliga,8,6,610,0,0,0.0,0.0,0.28,0.04,0.041,0.006,3,1,0.333,433,89.7,27,4,0.59,19.0,2.8,20.1,2.96,10.5,25.8,17.1,41.1,9.4,1.38,64.6,12.8,1.89,5.1,2.2,393,58.0,76.9,20.5,26.6,9,1.33,0,0.0,0.0,,,,1,0,15.1,10.2,875312,1000,2026,71,83,Very Good,2024-25,Highly Recommended,Low (<€1M)
652,Takefusa Gavi,18,Italy,CAM,GK,Left,172,61,Bayer Leverkusen,Bundesliga,8,7,635,1,2,0.142,0.283,2.45,1.22,0.347,0.172,11,4,0.364,352,78.8,63,23,3.37,9.7,1.37,8.9,1.26,4.4,3.7,6.5,63.7,26.1,3.7,56.3,27.8,3.94,11.5,2.8,331,47.0,134.1,44.7,33.4,37,5.24,3,0.43,0.0,,,,1,0,12.4,15.3,1243329,1000,2029,68,82,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
653,Youssouf Šeško,19,South Korea,RB,,Right,165,68,Bayer Leverkusen,Bundesliga,5,3,375,0,0,0.0,0.0,0.22,0.09,0.053,0.022,2,0,0.0,220,92.9,25,2,0.48,10.8,2.58,7.0,1.68,3.4,15.9,16.2,60.1,3.0,0.73,52.1,15.2,3.65,7.3,1.1,283,68.0,79.0,28.3,35.8,5,1.2,1,0.24,0.0,,,,0,0,6.7,8.5,330078,1000,2028,64,83,Very Good,2024-25,Recommended,Low (<€1M)
654,Benjamin Camavinga,16,Croatia,LW,,Right,182,78,Bayer Leverkusen,Bundesliga,13,13,976,1,1,0.092,0.092,3.63,2.96,0.335,0.272,29,11,0.379,368,86.0,32,25,2.34,19.7,1.82,8.4,0.77,1.4,2.1,9.1,54.0,48.2,4.44,57.6,55.3,5.1,16.9,10.1,596,55.0,145.5,48.0,33.0,50,4.61,0,0.0,0.0,,,,2,0,20.6,24.5,711322,1000,2028,61,81,Very Good,2024-25,Highly Recommended,Low (<€1M)
655,Nicolo Fati,21,Spain,RW,,Right,175,72,Bayer Leverkusen,Bundesliga,26,24,1990,7,6,0.317,0.271,6.52,3.91,0.295,0.177,48,25,0.521,796,82.4,110,63,2.89,28.2,1.27,24.5,1.11,14.5,9.4,14.8,66.9,77.0,3.48,49.7,166.6,7.53,71.9,28.1,1194,54.0,362.6,125.8,34.7,120,5.43,6,0.27,0.0,,,,2,0,34.1,22.1,3519634,1000,2028,80,87,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
656,Erling van de Ven,19,Germany,RB,,Right,183,75,Bayer Leverkusen,Bundesliga,16,13,1225,0,0,0.0,0.0,0.44,0.01,0.032,0.001,9,3,0.333,544,90.9,95,3,0.22,29.2,2.14,27.2,2.0,24.4,64.1,48.7,37.0,9.4,0.69,50.0,26.1,1.92,11.2,3.7,707,52.0,179.5,53.7,29.9,11,0.81,0,0.0,0.0,,,,2,0,26.3,30.2,2041585,1000,2026,55,74,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
657,Florian James,19,Italy,CDM,LB,Left,176,74,Bayer Leverkusen,Bundesliga,6,6,495,0,0,0.0,0.0,0.33,0.54,0.059,0.099,9,4,0.444,308,86.1,60,7,1.3,10.8,1.97,7.8,1.42,2.9,7.8,10.6,41.7,4.0,0.72,74.6,22.5,4.09,12.8,3.9,308,56.0,70.5,26.4,37.4,12,2.18,0,0.0,0.0,,,,1,0,10.4,14.5,475891,1000,2027,62,78,Good,2024-25,Low Priority,Low (<€1M)
658,Michael Mendes,21,Italy,CM,,Left,184,76,Bayer Leverkusen,Bundesliga,5,3,422,0,0,0.0,0.0,0.31,0.43,0.067,0.092,5,2,0.4,248,90.0,46,7,1.56,8.2,1.76,11.1,2.36,4.6,8.5,10.3,57.5,2.9,0.62,57.3,10.4,2.23,4.8,0.7,314,67.0,103.7,39.4,37.9,10,2.13,2,0.43,0.0,,,,0,0,2.6,12.3,349713,1000,2026,75,88,Excellent,2024-25,Recommended,Low (<€1M)
659,Evan Tchouaméni,18,Norway,RB,,Both,176,66,Bayer Leverkusen,Bundesliga,15,14,1196,0,0,0.0,0.0,0.79,0.31,0.06,0.023,8,2,0.25,903,89.1,93,7,0.53,23.0,1.73,30.5,2.3,15.1,58.9,50.5,38.1,13.6,1.02,67.9,42.5,3.19,19.1,5.9,717,54.0,232.9,84.6,36.3,19,1.43,2,0.15,0.0,,,,3,0,23.7,35.0,2121642,1000,2026,69,85,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
660,Aurélien Bellingham,18,France,CB,,Right,188,71,Bayer Leverkusen,Bundesliga,4,0,317,0,0,0.0,0.0,0.16,0.3,0.046,0.086,2,0,0.0,239,91.3,14,0,0.0,11.2,3.19,8.1,2.3,6.0,13.6,6.7,48.3,4.7,1.32,49.7,10.2,2.88,3.3,0.8,200,57.0,74.5,22.0,29.5,3,0.85,2,0.57,0.0,,,,0,0,2.6,10.3,306812,1000,2027,63,80,Very Good,2024-25,Highly Recommended,Low (<€1M)
661,Viktor Kvaratskhelia,19,England,CDM,,Left,175,70,Bayer Leverkusen,Bundesliga,3,0,261,0,0,0.0,0.0,0.24,0.26,0.082,0.089,4,1,0.25,197,84.7,31,7,2.43,9.9,3.4,7.2,2.49,2.8,1.9,6.7,44.6,2.1,0.72,53.9,5.9,2.04,3.5,1.1,162,56.0,48.8,14.9,30.5,8,2.76,2,0.69,0.0,,,,0,0,5.1,8.3,322324,1000,2029,73,85,Excellent,2024-25,Highly Recommended,Low (<€1M)
662,Leroy Simons,18,England,GK,,Right,192,76,Bayer Leverkusen,Bundesliga,1,1,127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,29,67.8,2,0,0.0,0.0,0.0,1.4,1.0,0.0,1.4,1.4,57.1,0.0,0.0,60.2,1.4,1.0,0.4,0.2,43,31.0,34.7,9.0,26.0,0,0.0,1,0.71,5.6,70.0,0.0,0.0,0,0,2.8,2.4,124111,1000,2027,66,87,Excellent,2024-25,Highly Recommended,Low (<€1M)
663,Michael van de Ven,17,Argentina,GK,RW,Right,195,82,Bayer Leverkusen,Bundesliga,1,0,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,23,90.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,53.3,0.0,0.0,60.5,0.0,0.0,0.0,0.0,36,36.3,8.8,3.2,36.3,0,0.0,0,0.0,1.9,73.3,0.0,1.0,0,0,1.0,1.8,40622,1000,2026,64,84,Very Good,2024-25,Highly Recommended,Low (<€1M)
664,Leroy Goes,21,France,CB,,Right,180,76,Bayer Leverkusen,Bundesliga,9,9,675,0,0,0.0,0.0,0.26,0.31,0.035,0.041,4,1,0.25,502,90.7,30,4,0.53,24.6,3.28,20.9,2.78,7.5,34.4,29.0,42.6,8.1,1.08,69.3,24.9,3.31,9.8,2.8,487,65.0,181.4,63.6,35.1,11,1.47,1,0.13,0.0,,,,0,0,6.9,12.4,826240,1000,2027,70,83,Very Good,2024-25,Highly Recommended,Low (<€1M)
665,Vinícius Félix,21,Germany,LB,,Right,171,73,Atalanta,Serie A,27,26,2063,1,0,0.044,0.0,0.25,0.84,0.011,0.037,14,5,0.357,1604,92.6,160,6,0.26,80.2,3.5,42.6,1.86,45.4,81.9,82.8,35.8,33.8,1.48,66.4,42.3,1.84,24.2,8.4,1810,79.0,309.9,93.9,30.3,24,1.05,0,0.0,0.0,,,,2,0,39.3,42.6,2940327,1000,2027,80,87,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
666,Rafael Tel,21,Belgium,CDM,,Right,172,67,Atalanta,Serie A,10,7,800,0,1,0.0,0.112,0.53,1.22,0.06,0.137,14,5,0.357,453,84.9,62,14,1.61,16.2,1.82,12.3,1.39,8.0,4.7,13.5,55.0,13.5,1.52,60.8,29.4,3.31,16.0,5.5,586,66.0,120.5,33.4,27.7,24,2.7,1,0.11,0.0,,,,1,0,10.3,21.0,1113581,1000,2026,65,74,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
667,Vitinha Haaland,21,Japan,CM,,Left,182,75,Atalanta,Serie A,6,5,457,0,1,0.0,0.197,0.23,0.37,0.045,0.073,7,2,0.286,309,91.9,55,7,1.43,9.0,1.78,9.2,1.8,3.9,8.1,4.9,60.0,7.3,1.43,53.5,15.4,3.03,6.1,2.3,330,65.0,43.2,16.3,37.7,12,2.36,1,0.2,0.0,,,,1,0,9.3,8.8,952010,1000,2027,62,75,Good,2024-25,Low Priority,Low (<€1M)
668,Malo Ramos,19,England,CM,,Left,174,74,Atalanta,Serie A,3,0,228,0,0,0.0,0.0,0.11,0.15,0.043,0.058,2,0,0.0,152,89.5,15,5,2.13,4.5,1.76,6.0,2.37,2.5,1.4,6.2,64.4,2.4,0.96,46.9,7.8,3.07,2.6,0.5,159,63.0,51.6,16.7,32.3,7,2.76,0,0.0,0.0,,,,0,0,2.0,5.5,342992,1000,2027,57,74,Decent,2024-25,Low Priority,Low (<€1M)
669,Khvicha Mendes,17,Mexico,RB,,Right,171,68,Atalanta,Serie A,15,14,1144,0,0,0.0,0.0,0.31,1.14,0.025,0.09,9,2,0.222,915,91.4,63,10,0.79,22.5,1.77,28.8,2.26,12.8,56.4,43.0,57.5,17.4,1.37,71.4,25.8,2.03,15.1,3.2,966,76.0,156.9,47.9,30.5,20,1.57,1,0.08,0.0,,,,0,0,18.0,31.2,524021,1000,2026,55,77,Good,2024-25,Recommended,Low (<€1M)
670,Michael James,22,Nigeria,RW,LW,Right,179,65,Atalanta,Serie A,20,17,1526,6,2,0.354,0.118,6.92,3.04,0.408,0.179,65,28,0.431,440,77.1,67,30,1.82,15.7,0.93,8.3,0.49,8.1,4.8,11.8,68.5,80.6,4.75,57.5,75.8,4.47,31.1,13.6,983,58.0,169.2,61.9,36.6,70,4.13,4,0.24,0.0,,,,4,0,29.8,33.5,2139580,1000,2027,66,72,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
671,Sandro Fernández,20,Greece,CB,,Right,180,77,Atalanta,Serie A,12,9,966,0,0,0.0,0.0,0.49,0.38,0.045,0.035,5,1,0.2,579,92.1,75,7,0.65,37.9,3.54,15.0,1.4,11.8,41.6,24.6,57.0,11.7,1.09,73.4,22.9,2.14,12.6,2.8,826,77.0,105.6,27.0,25.6,15,1.4,0,0.0,0.0,,,,0,0,26.5,29.6,1222307,1000,2027,70,88,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
672,Khvicha Mitoma,20,Portugal,CM,,Right,174,74,Atalanta,Serie A,2,0,168,0,0,0.0,0.0,0.06,0.29,0.033,0.154,3,0,0.0,97,85.3,16,2,1.44,5.6,3.0,3.1,1.64,2.1,2.4,2.3,52.7,2.6,1.41,65.8,7.6,4.08,4.5,1.1,110,59.0,27.0,7.0,26.0,5,2.68,1,0.54,0.0,,,,0,0,1.6,2.0,269283,1000,2028,71,80,Very Good,2024-25,Highly Recommended,Low (<€1M)
673,Diogo Mbappé,19,England,RB,,Left,167,60,Atalanta,Serie A,3,3,228,0,0,0.0,0.0,0.04,0.15,0.018,0.061,1,0,0.0,149,84.4,12,1,0.39,5.3,2.1,7.4,2.94,3.2,7.2,5.6,55.1,0.8,0.32,74.4,7.8,3.08,4.2,0.8,154,61.0,21.7,7.3,33.8,2,0.79,0,0.0,0.0,,,,0,0,2.8,7.5,280275,1000,2028,55,74,Decent,2024-25,Low Priority,Low (<€1M)
674,Sandro Onana,19,Italy,ST,RB,Right,190,72,Atalanta,Serie A,19,16,1434,6,1,0.377,0.063,10.29,2.18,0.646,0.137,59,31,0.525,318,73.2,63,34,2.15,12.0,0.75,4.0,0.25,2.4,1.6,16.0,63.9,53.2,3.34,55.9,68.2,4.28,25.3,11.7,589,37.0,375.4,96.2,25.6,63,3.95,3,0.19,0.0,,,,3,0,21.3,31.1,4327697,1000,2027,69,87,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
675,Youssouf Dembélé,19,Netherlands,RB,,Right,177,73,Atalanta,Serie A,8,4,600,0,0,0.0,0.0,0.36,0.38,0.053,0.057,5,1,0.2,460,88.0,46,3,0.45,23.5,3.53,17.9,2.68,10.0,26.2,25.8,38.0,5.1,0.76,45.1,23.3,3.5,9.6,1.7,433,65.0,109.0,39.2,35.9,9,1.35,0,0.0,0.0,,,,0,0,7.7,11.5,824288,1000,2029,62,81,Very Good,2024-25,Highly Recommended,Low (<€1M)
676,Benjamin Ramos,16,Germany,CDM,CAM,Left,170,59,Bologna,Serie A,9,5,706,1,0,0.127,0.0,0.79,0.56,0.1,0.071,14,4,0.286,447,84.5,39,18,2.33,13.8,1.76,11.7,1.5,5.3,13.4,11.9,55.7,11.1,1.42,57.0,22.9,2.92,12.7,3.5,580,74.0,71.1,21.8,30.6,26,3.31,0,0.0,0.0,,,,0,0,7.5,8.3,526448,1000,2029,64,88,Excellent,2024-25,Highly Recommended,Low (<€1M)
677,Kaoru Cherki,20,Brazil,LB,,Right,171,70,Bologna,Serie A,15,13,1188,0,1,0.0,0.076,0.73,1.14,0.055,0.086,10,4,0.4,712,83.0,92,3,0.23,21.4,1.62,24.1,1.82,22.6,45.8,31.9,41.2,5.7,0.43,49.4,15.2,1.16,6.3,1.4,686,52.0,217.3,70.1,32.3,7,0.53,0,0.0,0.0,,,,2,0,28.0,34.5,2192433,1000,2029,64,79,Good,2024-25,Monitor,Low-Medium (€1-5M)
678,Moussa Tonali,19,Argentina,CM,,Right,183,68,Bologna,Serie A,15,11,1181,2,1,0.152,0.076,0.43,2.25,0.033,0.172,14,5,0.357,747,90.3,78,17,1.33,31.2,2.38,18.5,1.41,11.2,6.8,15.2,41.1,22.9,1.75,47.3,38.7,2.95,23.2,5.4,997,76.0,156.8,54.5,34.7,32,2.44,3,0.23,0.0,,,,3,0,15.2,34.5,2432043,1000,2027,58,76,Good,2024-25,Monitor,Low-Medium (€1-5M)
679,Takefusa Foden,21,Switzerland,LW,,Both,179,67,Bologna,Serie A,12,10,923,3,2,0.293,0.195,3.21,3.04,0.313,0.297,36,17,0.472,399,78.1,51,30,2.96,10.8,1.05,6.2,0.6,7.4,3.0,14.1,57.1,52.3,5.1,69.8,45.1,4.4,19.7,7.4,605,59.0,95.5,37.7,39.5,55,5.36,4,0.39,0.0,,,,2,0,18.6,13.8,2363589,1000,2026,69,85,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
680,Erling Tel,18,Spain,CAM,CB,Left,180,73,Bologna,Serie A,7,5,553,2,1,0.325,0.163,1.75,1.6,0.285,0.26,16,7,0.438,294,89.4,61,24,4.06,4.2,0.68,6.4,1.05,5.6,1.0,8.1,49.5,21.5,3.5,64.3,30.8,5.02,11.1,4.2,368,60.0,91.5,36.2,39.5,37,6.02,2,0.33,0.0,,,,1,0,4.3,12.7,1047357,1000,2029,76,90,World Class,2024-25,Must Sign,Low-Medium (€1-5M)
681,Benjamin Pedri,18,Brazil,CAM,,Right,179,71,Bologna,Serie A,5,2,449,1,0,0.2,0.0,1.37,1.18,0.275,0.236,8,3,0.375,269,88.5,59,10,2.06,8.7,1.75,1.8,0.37,1.8,2.4,2.6,52.0,17.9,3.58,66.5,30.5,6.11,12.4,4.6,274,55.0,58.5,21.0,35.9,21,4.21,0,0.0,0.0,,,,0,0,5.4,12.8,627126,1000,2026,65,82,Very Good,2024-25,Highly Recommended,Low (<€1M)
682,Xavi Doku,19,Norway,RB,CB,Right,175,67,Bologna,Serie A,16,15,1227,0,0,0.0,0.0,0.53,0.74,0.039,0.054,5,1,0.2,845,84.3,54,7,0.51,33.9,2.49,18.1,1.33,9.2,50.1,30.7,36.6,20.4,1.5,72.4,30.2,2.22,13.6,3.7,1090,80.0,254.8,73.0,28.7,19,1.39,2,0.15,0.0,,,,1,0,8.6,37.5,1532331,1000,2027,65,80,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
683,Rafael Gavi,18,Spain,CB,,Left,194,70,Bologna,Serie A,11,7,869,0,0,0.0,0.0,0.22,0.92,0.023,0.096,4,1,0.25,646,84.7,48,3,0.31,31.7,3.29,13.4,1.38,14.0,31.8,22.2,37.8,13.9,1.44,58.8,19.1,1.97,6.0,2.3,598,62.0,100.8,40.0,39.7,10,1.04,0,0.0,0.0,,,,1,0,13.0,19.9,1129769,1000,2026,76,89,Excellent,2024-25,Must Sign,Low-Medium (€1-5M)
684,Giorgi Mitoma,21,Ivory Coast,CDM,ST,Right,171,64,Bologna,Serie A,15,13,1155,2,1,0.156,0.078,1.27,1.34,0.099,0.104,20,8,0.4,705,84.2,115,15,1.18,38.9,3.03,19.9,1.55,6.4,16.1,24.5,56.5,7.3,0.57,71.7,32.3,2.52,12.4,4.7,718,56.0,216.2,55.2,25.5,23,1.79,2,0.16,0.0,,,,1,0,23.4,26.5,1493252,1000,2029,66,78,Good,2024-25,Monitor,Low-Medium (€1-5M)
685,Micky Fati,22,Germany,GK,,Right,195,77,Bologna,Serie A,26,23,2014,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,760,79.3,89,0,0.0,0.0,0.0,22.4,1.0,0.0,0.0,0.0,35.5,0.0,0.0,72.4,0.0,0.0,0.0,0.0,872,39.0,413.6,140.5,34.0,0,0.0,0,0.0,67.1,69.1,6.0,35.0,2,0,50.4,59.3,2242314,1000,2029,76,84,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
686,Francisco Doku,22,Spain,LB,,Right,177,70,Bologna,Serie A,16,13,1269,0,0,0.0,0.0,0.59,0.0,0.042,0.0,8,2,0.25,803,92.0,70,10,0.71,44.9,3.18,36.4,2.58,14.1,47.7,22.6,56.5,19.3,1.37,45.2,50.2,3.56,21.8,7.1,831,59.0,127.6,43.7,34.2,25,1.77,2,0.14,0.0,,,,1,0,8.6,16.0,1371324,1000,2026,71,80,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
687,Ousmane Bennacer,20,Brazil,LW,,Right,180,66,Bologna,Serie A,22,19,1677,5,2,0.268,0.107,3.79,4.2,0.203,0.225,57,29,0.509,726,85.7,93,50,2.7,28.8,1.55,13.4,0.72,11.7,6.2,6.8,55.4,95.3,5.12,49.0,103.0,5.53,54.9,14.8,1024,55.0,157.0,41.2,26.3,99,5.31,2,0.11,0.0,,,,3,0,41.6,25.6,3706311,1000,2028,72,84,Very Good,2024-25,Must Sign,Low-Medium (€1-5M)
688,Kenan Tchouaméni,17,Spain,CM,,Right,187,70,Bologna,Serie A,5,1,448,0,0,0.0,0.0,0.67,0.53,0.134,0.106,6,2,0.333,298,85.3,29,4,0.81,12.5,2.51,11.3,2.27,4.8,7.0,4.2,61.6,8.9,1.79,55.9,14.2,2.85,6.9,0.8,378,76.0,50.0,19.6,39.2,9,1.81,0,0.0,0.0,,,,0,0,8.1,11.4,264742,1000,2027,70,85,Excellent,2024-25,Highly Recommended,Low (<€1M)
689,Cole Šeško,20,Brazil,CB,,Right,190,70,Cagliari,Serie A,2,0,212,0,0,0.0,0.0,0.05,0.09,0.02,0.039,1,0,0.0,157,90.7,11,0,0.0,6.7,2.85,6.2,2.63,2.5,8.0,7.6,44.5,3.1,1.33,50.2,5.3,2.25,3.1,0.4,183,78.0,45.0,14.1,31.4,2,0.85,0,0.0,0.0,,,,0,0,4.7,3.8,201821,1000,2026,70,83,Very Good,2024-25,Recommended,Low (<€1M)
